id,body,date,address
1539,"1/2 02Aug 0907:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639084626568.LIBRE ang pag-claim ng iyong customer.Ref:7672ec24a186",1501636069184,SmartPadala
1540,"2/2 Bal:PHP14,975.25",1501636055752,SmartPadala
1541,"1/2 02Aug 0857:Remittance of PHP500.00 & commission of PHP11.50 was received from 639994088889.LIBRE ang pag-claim ng iyong customer.Ref:f0a43ae658de",1501635445171,SmartPadala
1542,"2/2 Bal:PHP13,963.75",1501635431714,SmartPadala
1543,"02Aug 0843: We have sent a text message to your customer on the Smart Padala transaction details. Thank you! Ref:ea9e3a9d807b",1501634598118,SmartPadala
1544,"1/2 02Aug 0842:Remittance of PHP350.00 & commission of PHP11.50 was received from 639289175150.LIBRE ang pag-claim ng iyong customer.Ref:d11cd2cc02a7",1501634585962,SmartPadala
1545,"2/2 Bal:PHP13,452.25",1501634570918,SmartPadala
1546,"2/2 Bal:PHP13,452.25",1501634549749,SmartPadala
1547,"1/2 02Aug 0841:Remittance of PHP600.00 & commission of PHP11.50 was received from 639984362223.LIBRE ang pag-claim ng iyong customer.Ref:ed211a05d698",1501634500492,SmartPadala
1548,"2/2 Bal:PHP13,090.75",1501634494829,SmartPadala
1549,"02Aug 0837:Remittance of PHP900.00 & commission of PHP11.50 was added to your account.Avail Bal:PHP12,479.25.Ref:482d14fe4487",1501634233897,SmartPadala
1550,"2/2 Bal:PHP11,567.75",1501633884139,SmartPadala
1551,"1/2 02Aug 0831:Remittance of PHP2,000.00 & commission of PHP23.00 was received from 639984362223.LIBRE ang pag-claim ng iyong customer.Ref:02c58ac5c8cb",1501633876955,SmartPadala
1552,"2017-08-02 08:30:11: Received PHP500.00 from EXPRESSPAY w/commission kung ikaw ay Smart Padala Agent.LIBRE ang pag-claim ni suki! Ref:8f92587ef499 Bal: PHP9544.75. Para malaman ang iyong komisyon, i-check ang balance sa Smart Money menu.",1501633832321,SMARTMoney
1553,"CONFIRM Ref:ea9e3a9d807b
Customer Cellphone#:
Receiver Cellphone#:",1501633581251,SmartPadala
1554,"02Aug 0825:Remittance of PHP800.00 & fee of PHP18.50 was deducted from your account.Avail bal:PHP46,250.80.Ref:ea9e3a9d807b",1501633578391,SmartPadala
1555,"1/2 02Aug 0825:Sent PHP800.00 from ENCASHMENT to 557751******7108 at 639983169888.Ref:ea9e3a9d807b.Sa next msg,i-type ang customer &receiver cellphone#",1501633571160,SmartPadala
1556,"2/2 &send to 8890.",1501633557861,SmartPadala
1557,"02Aug 0824:Remittance of PHP1.00 & commission of PHP11.50 was received from 639984192555.LIBRE ang pag-claim ng iyong customer.Ref:4e7a9c311ae8 Bal:PHP9,033.25",1501633457198,SmartPadala
1558,"1/2 02Aug 0813:Remittance of PHP350.00 & commission of PHP11.50 was received from 639499436319.LIBRE ang pag-claim ng iyong customer.Ref:6b2201c8afff",1501632811155,SmartPadala
1559,"2/2 Bal:PHP9,020.75",1501632805776,SmartPadala
1560,"02Aug 0812: We have sent a text message to your customer on the Smart Padala transaction details. Thank you! Ref:92a340759d5d",1501632774981,SmartPadala
1561,"02Aug 0811:Remittance of PHP170.00 & fee of PHP18.50 was deducted from your account.Avail bal:PHP47,069.30.Ref:92a340759d5d",1501632725918,SmartPadala
1562,"CONFIRM Ref:92a340759d5d
Customer Cellphone#:
Receiver Cellphone#:",1501632711190,SmartPadala
1563,"1/2 02Aug 0811:Sent PHP170.00 from ENCASHMENT to 557751******8101 at 639202791636.Ref:92a340759d5d.Sa next msg,i-type ang customer &receiver cellphone#",1501632700185,SmartPadala
1564,"2/2 &send to 8890.",1501632688463,SmartPadala
1565,"02Aug 0806:Remittance of PHP300.00 & commission of PHP11.50 was added to your account.Avail Bal:PHP8,659.25.Ref:bed4db315496",1501632375983,SmartPadala
1566,"2/2 Bal:PHP8,347.75",1501632160958,SmartPadala
1567,"1/2 02Aug 0802:Remittance of PHP1,450.00 & commission of PHP17.25 was received from 639294076297.LIBRE ang pag-claim ng iyong customer.Ref:ca2157c43cfa",1501632153926,SmartPadala
1568,"02Aug 0746: We have sent a text message to your customer on the Smart Padala transaction details. Thank you! Ref:03b0a8f6674f",1501631168939,SmartPadala
1569,"02Aug 0739:Remittance of PHP2,900.00 & fee of PHP55.50 was deducted from your account.Avail bal:PHP47,257.80.Ref:03b0a8f6674f",1501630815920,SmartPadala
1570,"1/2 02Aug 0739:Sent PHP2,900.00 from ENCASHMENT to 557751******1107 at 639286749442.Ref:03b0a8f6674f.Sa next msg,i-type ang customer &receiver cellphone#",1501630802156,SmartPadala
1571,"2/2 &send to 8890.",1501630791779,SmartPadala
1572,"CONFIRM Ref:03b0a8f6674f
Customer Cellphone#:
Receiver Cellphone#:",1501630777718,SmartPadala
1573,"2/2 Bal:PHP6,880.50",1501629404762,SmartPadala
1574,"1/2 02Aug 0716:Remittance of PHP2,300.00 & commission of PHP28.75 was received from 639293429144.LIBRE ang pag-claim ng iyong customer.Ref:9ed4d6af72a5",1501629394555,SmartPadala
1575,"02Aug 0703:Remittance of PHP1,000.00 & commission of PHP11.50 was added to your account.Avail Bal:PHP4,551.75.Ref:7480a3399cd9",1501628609314,SmartPadala
1576,"2/2 Bal:PHP3,540.25",1501628251743,SmartPadala
1577,"1/2 02Aug 0657:Remittance of PHP3,500.00 & commission of PHP40.25 was received from 639291224586.LIBRE ang pag-claim ng iyong customer.Ref:77a627ca7601",1501628247119,SmartPadala
1578,"02Aug0045: Available Balance of LOADING: P8,240.00. Ref:060228736768",1501605929200,SMARTMoney
1579,"1/2 01Aug 2057:Remittance of PHP2,500.00 & commission of PHP28.75 was received from 639475641485.LIBRE ang pag-claim ng iyong customer.Ref:9351f1b4b389",1501592241162,SmartPadala
1580,"2/2 Bal:PHP20,711.25",1501592229724,SmartPadala
1581,"2/2 Bal:PHP18,182.50",1501587656812,SmartPadala
1582,"1/2 01Aug 1940:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639284800590.LIBRE ang pag-claim ng iyong customer.Ref:8f3559269d37",1501587653465,SmartPadala
1583,"1/2 01Aug 1940:Remittance of PHP2,000.00 & commission of PHP23.00 was received from 639199719381.LIBRE ang pag-claim ng iyong customer.Ref:63e51714e42d",1501587643163,SmartPadala
1584,"2/2 Bal:PHP17,171.00",1501587637296,SmartPadala
1585,"2/2 Bal:PHP15,148.00",1501586688407,SmartPadala
1586,"1/2 01Aug 1924:Remittance of PHP450.00 & commission of PHP11.50 was received from 639477187318.LIBRE ang pag-claim ng iyong customer.Ref:bef14211dc2f",1501586676110,SmartPadala
1587,"2/2 Bal:PHP14,686.50",1501585790858,SmartPadala
1588,"1/2 01Aug 1909:Remittance of PHP520.00 & commission of PHP11.50 was received from 639282400798.LIBRE ang pag-claim ng iyong customer.Ref:2a578ff1ea81",1501585778127,SmartPadala
1589,"1/2 01Aug 1859:Remittance of PHP750.00 & commission of PHP11.50 was received from 639985667175.LIBRE ang pag-claim ng iyong customer.Ref:57e74f90d373",1501585187151,SmartPadala
1590,"2/2 Bal:PHP14,155.00",1501585168416,SmartPadala
1591,"2/2 Bal:PHP13,393.50",1501583329519,SmartPadala
1592,"1/2 01Aug 1828:Remittance of PHP500.00 & commission of PHP11.50 was received from 639294608755.LIBRE ang pag-claim ng iyong customer.Ref:eaeccf79283b",1501583312483,SmartPadala
1593,"1/2 01Aug 1804:Remittance of PHP300.00 & commission of PHP11.50 was received from 639287982833.LIBRE ang pag-claim ng iyong customer.Ref:9dc3d735b3a6",1501581908184,SmartPadala
1594,"2/2 Bal:PHP12,882.00",1501581893762,SmartPadala
1595,"2/2 Bal:PHP12,570.50",1501581505728,SmartPadala
1596,"1/2 01Aug 1758:Remittance of PHP550.00 & commission of PHP11.50 was received from 639984362223.LIBRE ang pag-claim ng iyong customer.Ref:cf248a95811a",1501581493204,SmartPadala
1597,"2/2 Bal:PHP12,009.00",1501580582697,SmartPadala
1598,"1/2 01Aug 1742:Remittance of PHP500.00 & commission of PHP11.50 was received from 639995883388.LIBRE ang pag-claim ng iyong customer.Ref:a69cd9d44d5f",1501580575441,SmartPadala
1599,"01Aug1737: Available Balance of ENCASHMENT: P213.30. Ref:060228720156",1501580218247,SMARTMoney
1600,"1/2 01Aug 1722:Remittance of PHP500.00 & commission of PHP11.50 was received from 639122464098.LIBRE ang pag-claim ng iyong customer.Ref:b4c8a4b2f00d",1501579391159,SmartPadala
1601,"2/2 Bal:PHP11,497.50",1501579378689,SmartPadala
1602,"01Aug 1722:Remittance of PHP200.00 & commission of PHP11.50 was added to your account.Avail Bal:PHP10,986.00.Ref:1942467efcdc",1501579337195,SmartPadala
1603,"1/2 01Aug 1717:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639122464098.LIBRE ang pag-claim ng iyong customer.Ref:17d86a2186c4",1501579085176,SmartPadala
1604,"2/2 Bal:PHP10,774.50",1501579073746,SmartPadala
1605,"01Aug 1653 Your Last Transaction(s): 3/3 PHP-11.50 TRANSFER FEE - on 2017-08-01 at 11:29",1501577715141,SMARTMoney
1606,"01Aug 1653 Your Last Transaction(s): 2/3 PHP-1000.00 WALLET TO WALLET TRANSFER on 2017-08-01 at 12:32 with Ref: 820c8c01adf0",1501577711542,SMARTMoney
1607,"01Aug 1653 Your Last Transaction(s): 1/3 PHP-11.50 TRANSFER FEE - on 2017-08-01 at 12:32",1501577697486,SMARTMoney
1608,"Aug01 1654: Available Balance of LOADING: PHP9763.00. Ref:0801053e724d",1501577692966,SMARTMoney
1609,"2/2 Bal:PHP9,763.00",1501576639300,SmartPadala
1610,"1/2 01Aug 1636:Remittance of PHP1,000.00 & commission of PHP11.50 was received from 639493419493.LIBRE ang pag-claim ng iyong customer.Ref:820c8c01adf0",1501576638623,SmartPadala
1611,"2017-08-01 16:10:37: You have received PHP50,000.00 on your SMARTMoney Account from BDO. Your available balance is PHP50213.30. Ref. No: 1bdc977cb6bb.",1501575042130,SMARTMoney
1612,"01Aug 1300: Sorry, transaction is not processed. Pls call 15177 using your celfone. Ref:060452819055 SM:1002",1501563900655,SMARTMoney
1613,"1/2 01Aug 1259:Remittance of PHP500.00 & commission of PHP11.50 was received from 639081508180.LIBRE ang pag-claim ng iyong customer.Ref:96ddb7c05f7f",1501563574161,SmartPadala
1614,"2/2 Bal:PHP8,751.50",1501563559711,SmartPadala
1615,"01Aug 1147: Sorry, we are unable to process your request at this time. Please try again later. SM:PN010",1501559232319,SMARTMoney
1616,"1/2 01Aug 1134:Remittance of PHP500.00 & commission of PHP11.50 was received from 639196501481.LIBRE ang pag-claim ng iyong customer.Ref:cface2ef8ae6",1501558496154,SmartPadala
1617,"2/2 Bal:PHP8,240.00",1501558480736,SmartPadala
1618,"1/2 01Aug 1105:Remittance of PHP600.00 & commission of PHP11.50 was received from 639186642521.LIBRE ang pag-claim ng iyong customer.Ref:b01f63d11864",1501556733209,SmartPadala
1619,"2/2 Bal:PHP7,728.50",1501556714772,SmartPadala
1620,"1/2 01Aug 1102:Remittance of PHP500.00 & commission of PHP11.50 was received from 639294465644.LIBRE ang pag-claim ng iyong customer.Ref:a280e0a86eb7",1501556588816,SmartPadala
1621,"2/2 Bal:PHP7,117.00",1501556558781,SmartPadala
1622,"01Aug 0938:Remittance of PHP1,025.00 & commission of PHP17.25 was added to your account.Avail Bal:PHP2,053.75.Ref:eba06b941bd5",1501551526883,SmartPadala
1623,"31Jul 2054: P1,050.00 was transferred from 639202240913 with card no. 529967******3115 to LOADING. Your avail bal: P25,645.00 Ref:060452749204",1501505984474,SMARTMoney
1624,"31Jul 2034: P1,030.00 was transferred from 639215792718 with card no. 529967******0105 to LOADING. Your avail bal: P24,595.00 Ref:060452747452",1501504764123,SMARTMoney
1625,"31Jul 2018: P200.00 was transferred from 639202254880 with card no. 557751******8106 to LOADING. Your avail bal: P23,565.00 Ref:060336451120",1501503524906,SMARTMoney
1626,"Thank you for using Smart Money.",1501503066626,SMARTMoney
1627,"1/2 31Jul 2010: You have transferred P1,050.00 from LOADING to 639083791313 with card no. 529967******6103. Your avail bal: P23,365.00 Ref:060336450448",1501503062065,SMARTMoney
1628,"2/2 A transfer fee amounting to P7.50 has been deducted from your SMART Money account. Ref:060336450448",1501503044682,SMARTMoney
1629,"31Jul 1939: You have exceeded your account limits. Please call the Customer Hotline No. on your card. Ref:060336446987 SM:2061",1501501178115,SMARTMoney
1630,"1/2 31Jul 1926: You have transferred P1,000.00 from LOADING to 639494333328 with card no. 557751******1103. Your avail bal: P24,422.50 Ref:060228544207",1501500383277,SMARTMoney
1631,"Thank you for using Smart Money.",1501500371041,SMARTMoney
1632,"2/2 A transfer fee amounting to P5.00 has been deducted from your SMART Money account. Ref:060228544207",1501500365894,SMARTMoney
1633,"2/2 A transfer fee amounting to P5.00 has been deducted from your SMART Money account. Ref:060452736832",1501499533727,SMARTMoney
1634,"1/2 31Jul 1906: You have transferred P500.00 from ENCASHMENT to 639216166869 with card no. 529967******3111. Your avail bal: P213.30 Ref:060452736832",1501499523213,SMARTMoney
1635,"31Jul 1911: P600.00 was transferred from 639286749442 with card no. 557751******1107 to LOADING. Your avail bal: P25,427.50 Ref:060336442573",1501499511941,SMARTMoney
1636,"Thank you for using Smart Money.",1501499507238,SMARTMoney
1637,"Thank you for using Smart Money.",1501497680051,SMARTMoney
1638,"1/2 31Jul 1836: You have transferred P400.00 from LOADING to 639463188522 with card no. 529967******1112. Your avail bal: P24,827.50 Ref:060452730293",1501497676172,SMARTMoney
1639,"2/2 A transfer fee amounting to P5.00 has been deducted from your SMART Money account. Ref:060452730293",1501497660145,SMARTMoney
1640,"31Jul 1828: P400.00 was transferred from 639496409808 with card no. 557751******5103 to LOADING. Your avail bal: P25,232.50 Ref:060228532206",1501496902569,SMARTMoney
1641,"31Jul 1818: P300.00 was transferred from 639106066297 with card no. 529967******7109 to LOADING. Your avail bal: P24,832.50 Ref:060452725881",1501496578911,SMARTMoney
1642,"31Jul 1811: P600.00 was transferred from 639999890679 with card no. 529967******6111 to LOADING. Your avail bal: P24,532.50 Ref:060452724239",1501496200920,SMARTMoney
1643,"31Jul 1740: P480.00 was transferred from 639497926655 with card no. 557751******5109 to LOADING. Your avail bal: P23,932.50 Ref:060452715658",1501494392912,SMARTMoney
1644,"1/2 31Jul 1733: You have transferred P500.00 from LOADING to 639391158458 with card no. 557751******8100. Your avail bal: P23,452.50 Ref:060228516967",1501493616767,SMARTMoney
1645,"Thank you for using Smart Money.",1501493613017,SMARTMoney
1646,"2/2 A transfer fee amounting to P5.00 has been deducted from your SMART Money account. Ref:060228516967",1501493609276,SMARTMoney
1647,"31Jul 1656: P2,550.00 was transferred from 639472223098 with card no. 557751******5103 to LOADING. Your avail bal: P23,957.50 Ref:060452703528",1501491706133,SMARTMoney
1648,"31Jul 1646: P500.00 was transferred from 639202667827 with card no. 557751******8121 to LOADING. Your avail bal: P21,407.50 Ref:060452700918",1501491058363,SMARTMoney
1649,"31Jul 1639: P1,000.00 was transferred from 639208705748 with card no. 557751******8103 to LOADING. Your avail bal: P20,907.50 Ref:060228503178",1501490376798,SMARTMoney
1650,"31Jul 1617: P1,000.00 was transferred from 639506295825 with card no. 557751******1108 to LOADING. Your avail bal: P19,907.50 Ref:060228498168",1501489041285,SMARTMoney
1651,"Thank you for using Smart Money.",1501488738564,SMARTMoney
1652,"1/2 31Jul 1611: You have transferred P1,000.00 from LOADING to 639089798888 with card no. 557751******9102. Your avail bal: P18,907.50 Ref:060336397666",1501488725236,SMARTMoney
1653,"2/2 A transfer fee amounting to P5.00 has been deducted from your SMART Money account. Ref:060336397666",1501488719748,SMARTMoney
1654,"31Jul 1604: P550.00 was transferred from 639392642020 with card no. 557751******5101 to LOADING. Your avail bal: P19,912.50 Ref:060452691452",1501488554848,SMARTMoney
1655,"31Jul 1604: You have exceeded your account limits. Please call the Customer Hotline No. on your card. Ref:060336396228 SM:2061",1501488303643,SMARTMoney
1656,"31Jul 1532: P1,000.00 was transferred from 639297574526 with card no. 529967******9121 to LOADING. Your avail bal: P19,362.50 Ref:060336389735",1501486342160,SMARTMoney
1657,"31Jul 1522: P2,500.00 was transferred from 639194807588 with card no. 529967******6112 to LOADING. Your avail bal: P18,362.50 Ref:060336387921",1501485779627,SMARTMoney
1658,"31Jul 1400: P2,000.00 was transferred from 639475026330 with card no. 557751******3102 to LOADING. Your avail bal: P15,862.50 Ref:060452669017",1501481105177,SMARTMoney
1659,"1/2 31Jul 1319: You have transferred P2,000.00 from LOADING to 639289340480 with card no. 557751******0106. Your avail bal: P13,862.50 Ref:060452661572",1501478677196,SMARTMoney
1660,"Thank you for using Smart Money.",1501478665013,SMARTMoney
1661,"2/2 A transfer fee amounting to P10.00 has been deducted from your SMART Money account. Ref:060452661572",1501478660895,SMARTMoney
1662,"Thank you for using Smart Money.",1501478404435,SMARTMoney
1663,"2/2 A transfer fee amounting to P5.00 has been deducted from your SMART Money account. Ref:060228465617",1501478390732,SMARTMoney
1664,"1/2 31Jul 1320: You have transferred P550.00 from ENCASHMENT to 639217818387 with card no. 529967******6108. Your avail bal: P718.30 Ref:060228465617",1501478383621,SMARTMoney
1665,"1/2 31Jul 1318: You have transferred P3,000.00 from LOADING to 639284811994 with card no. 557751******0117. Your avail bal: P15,872.50 Ref:060228465227",1501478296660,SMARTMoney
1666,"Thank you for using Smart Money.",1501478283158,SMARTMoney
1667,"2/2 A transfer fee amounting to P15.00 has been deducted from your SMART Money account. Ref:060228465227",1501478276070,SMARTMoney
1668,"31Jul 1312: P200.00 was transferred from 639475320719 with card no. 557751******6109 to LOADING. Your avail bal: P18,887.50 Ref:060228464161",1501477958462,SMARTMoney
1669,"31Jul 1257: P600.00 was transferred from 639282519276 with card no. 529967******5106 to LOADING. Your avail bal: P18,687.50 Ref:060336361985",1501477074961,SMARTMoney
1670,"31Jul 1256: P900.00 was transferred from 639084091774 with card no. 529967******7112 to LOADING. Your avail bal: P18,087.50 Ref:060336361799",1501477018891,SMARTMoney
1671,"31Jul 1226: P1,000.00 was transferred from 639304602524 with card no. 529967******6109 to LOADING. Your avail bal: P17,187.50 Ref:060228454671",1501475183354,SMARTMoney
1672,"31Jul 1156: P250.00 was transferred from 639217787627 with card no. 557751******8108 to LOADING. Your avail bal: P16,187.50 Ref:060336349107",1501473396928,SMARTMoney
1673,"31Jul 1151: P550.00 was transferred from 639294284411 with card no. 529967******5101 to LOADING. Your avail bal: P15,937.50 Ref:060336348027",1501473085638,SMARTMoney
1674,"31Jul 1149: P1,000.00 was transferred from 639183131774 with card no. 557751******4102 to LOADING. Your avail bal: P15,387.50 Ref:060228446769",1501472927274,SMARTMoney
1675,"31Jul 1121: P250.00 was transferred from 639491206555 with card no. 557751******8109 to LOADING. Your avail bal: P14,387.50 Ref:060228441156",1501471267129,SMARTMoney
1676,"31Jul 1116: P1,000.00 was transferred from 639493419493 with card no. 557751******6100 to LOADING. Your avail bal: P14,137.50 Ref:060228440200",1501470985163,SMARTMoney
1677,"1/2 31Jul 1050: You have transferred P2,500.00 from LOADING to 639477187318 with card no. 557751******7102. Your avail bal: P13,137.50 Ref:060336335484",1501469460040,SMARTMoney
1678,"2/2 A transfer fee amounting to P12.50 has been deducted from your SMART Money account. Ref:060336335484",1501469446278,SMARTMoney
1679,"Thank you for using Smart Money.",1501469439204,SMARTMoney
1680,"31Jul 1028: P3,500.00 was transferred from 639198292514 with card no. 557751******0105 to LOADING. Your avail bal: P15,650.00 Ref:060452625927",1501468404258,SMARTMoney
1681,"31Jul 1030: P1,200.00 was transferred from 639477467809 with card no. 529967******3107 to LOADING. Your avail bal: P12,150.00 Ref:060228430240",1501468239378,SMARTMoney
1682,"31Jul 1029: P950.00 was transferred from 639291197400 with card no. 557751******0101 to LOADING. Your avail bal: P10,950.00 Ref:060228429874",1501468138962,SMARTMoney
1683,"31Jul 1010: P500.00 was transferred from 639202470108 with card no. 557751******3118 to LOADING. Your avail bal: P10,000.00 Ref:060452621824",1501467351892,SMARTMoney
1684,"31Jul 1013: P1,050.00 was transferred from 639298420961 with card no. 557751******7101 to LOADING. Your avail bal: P9,500.00 Ref:060336326851",1501467200137,SMARTMoney
1685,"31Jul 0930: P700.00 was transferred from 639483376525 with card no. 557751******2104 to LOADING. Your avail bal: P8,450.00 Ref:060228416004",1501464619897,SMARTMoney
1686,"2017-07-31 09:28:54: You have received PHP500.00 on your SMARTMoney Account from EXPRESSPAY. Your available balance is PHP7750.00. Ref. No: 3a397d76461a.",1501464540433,SMARTMoney
1687,"31Jul 0927: P570.00 was transferred from 639994286662 with card no. 557751******2101 to LOADING. Your avail bal: P7,250.00 Ref:060228415150",1501464405660,SMARTMoney
1688,"31Jul 0909: P1,050.00 was transferred from 639196407141 with card no. 557751******5100 to LOADING. Your avail bal: P6,680.00 Ref:060452607001",1501463671146,SMARTMoney
1689,"Thank you for using Smart Money.",1501463180687,SMARTMoney
1690,"2/2 A transfer fee amounting to P5.00 has been deducted from your SMART Money account. Ref:060452605047",1501463176757,SMARTMoney
1691,"1/2 31Jul 0901: You have transferred P520.00 from ENCASHMENT to 639094994212 with card no. 557751******4104. Your avail bal: P1,273.30 Ref:060452605047",1501463171592,SMARTMoney
1692,"31Jul 0856: P300.00 was transferred from 639294076297 with card no. 557751******4101 to LOADING. Your avail bal: P5,630.00 Ref:060452603985",1501462885891,SMARTMoney
1693,"31Jul 0830: P500.00 was transferred from 639305306899 with card no. 529967******0104 to LOADING. Your avail bal: P5,330.00 Ref:060336302946",1501461047600,SMARTMoney
1694,"31Jul 0827: P970.00 was transferred from 639985667175 with card no. 529967******3107 to LOADING. Your avail bal: P4,830.00 Ref:060336302258",1501460843166,SMARTMoney
1695,"31Jul 0817: P500.00 was transferred from 639084255554 with card no. 557751******7102 to LOADING. Your avail bal: P3,860.00 Ref:060452595640",1501460519894,SMARTMoney
1696,"31Jul 0814: P330.00 was transferred from 639214856845 with card no. 557751******1106 to LOADING. Your avail bal: P3,360.00 Ref:060336299911",1501460090118,SMARTMoney
1697,"31Jul 0711: P1,230.00 was transferred from 639082795588 with card no. 557751******3106 to LOADING. Your avail bal: P3,030.00 Ref:060336291133",1501456273303,SMARTMoney
1698,"31Jul 0655: P300.00 was transferred from 639292008145 with card no. 557751******6142 to LOADING. Your avail bal: P1,800.00 Ref:060452584399",1501455600947,SMARTMoney
1699,"31Jul 0700: P1,500.00 was transferred from 639085788126 with card no. 557751******1105 to LOADING. Your avail bal: P1,500.00 Ref:060228389542",1501455580153,SMARTMoney
1700,"30Jul 1908: P700.00 was transferred from 639491233111 with card no. 529967******1104 to LOADING. Your avail bal: P49,545.00 Ref:060452570360",1501413185919,SMARTMoney
1701,"1/2 30Jul 1900: You have transferred P530.00 from ENCASHMENT to 639399550374 with card no. 557751******4100. Your avail bal: P1,798.30 Ref:060452569350",1501412752204,SMARTMoney
1702,"Thank you for using Smart Money.",1501412741999,SMARTMoney
1703,"2/2 A transfer fee amounting to P5.00 has been deducted from your SMART Money account. Ref:060452569350",1501412737913,SMARTMoney
1704,"30Jul 1851: P220.00 was transferred from 639984192555 with card no. 557751******0108 to LOADING. Your avail bal: P48,845.00 Ref:060452567835",1501412157869,SMARTMoney
1705,"30Jul 1840: P500.00 was transferred from 639212500631 with card no. 557751******6104 to LOADING. Your avail bal: P48,625.00 Ref:060228370139",1501411221861,SMARTMoney
1706,"30Jul 1834: P1,020.00 was transferred from 639202078187 with card no. 557751******9102 to LOADING. Your avail bal: P48,125.00 Ref:060336269735",1501410885626,SMARTMoney
1707,"30Jul 1817: P550.00 was transferred from 639284448503 with card no. 529967******0115 to LOADING. Your avail bal: P47,105.00 Ref:060452561563",1501410164844,SMARTMoney
1708,"30Jul 1816: P500.00 was transferred from 639295503517 with card no. 557751******6103 to LOADING. Your avail bal: P46,555.00 Ref:060228365332",1501409764040,SMARTMoney
1709,"30Jul 1810: P2,000.00 was transferred from 639215568716 with card no. 557751******3101 to LOADING. Your avail bal: P46,055.00 Ref:060452560173",1501409754216,SMARTMoney
1710,"30Jul 1757: P220.00 was transferred from 639198408377 with card no. 557751******8102 to LOADING. Your avail bal: P44,055.00 Ref:060336261983",1501408665877,SMARTMoney
1711,"Thank you for using Smart Money.",1501408529679,SMARTMoney
1712,"2/2 A transfer fee amounting to P5.00 has been deducted from your SMART Money account. Ref:060228360836",1501408525731,SMARTMoney
1713,"1/2 30Jul 1755: You have transferred P400.00 from ENCASHMENT to 639214856845 with card no. 557751******1106. Your avail bal: P2,333.30 Ref:060228360836",1501408520527,SMARTMoney
1714,"30Jul 1703: P500.00 was transferred from 639983822029 with card no. 529967******5100 to LOADING. Your avail bal: P43,835.00 Ref:060336248472",1501405426939,SMARTMoney
1715,"30Jul 1703: P1,250.00 was transferred from 639192572877 with card no. 557751******9106 to LOADING. Your avail bal: P43,335.00 Ref:060336248372",1501405406269,SMARTMoney
1716,"30Jul 1646: P500.00 was transferred from 639999890679 with card no. 529967******6111 to LOADING. Your avail bal: P42,085.00 Ref:060452539642",1501404705926,SMARTMoney
1717,"30Jul 1617: P1,000.00 was transferred from 639286688918 with card no. 557751******8106 to LOADING. Your avail bal: P41,585.00 Ref:060452532093",1501402961710,SMARTMoney
1718,"30Jul 1615: P530.00 was transferred from 639494142607 with card no. 529967******2118 to LOADING. Your avail bal: P40,585.00 Ref:060452531445",1501402820946,SMARTMoney
1719,"1/2 30Jul 1603: You have transferred P610.00 from ENCASHMENT to 639498215888 with card no. 557751******9103. Your avail bal: P2,738.30 Ref:060336232970",1501401845289,SMARTMoney
1720,"Thank you for using Smart Money.",1501401831981,SMARTMoney
1721,"2/2 A transfer fee amounting to P5.00 has been deducted from your SMART Money account. Ref:060336232970",1501401825501,SMARTMoney
1722,"30Jul 1538: P450.00 was transferred from 639998040518 with card no. 557751******3105 to LOADING. Your avail bal: P40,055.00 Ref:060452522682",1501400600329,SMARTMoney
1723,"30Jul 1524: P500.00 was transferred from 639215270586 with card no. 557751******5120 to LOADING. Your avail bal: P39,605.00 Ref:060452519308",1501399768122,SMARTMoney
1724,"30Jul 1505: P1,000.00 was transferred from 639202098838 with card no. 557751******6109 to LOADING. Your avail bal: P39,105.00 Ref:060228318717",1501398287651,SMARTMoney
1725,"30Jul 1501: P950.00 was transferred from 639994447447 with card no. 557751******4104 to LOADING. Your avail bal: P38,105.00 Ref:060336218583",1501398092117,SMARTMoney
1726,"30Jul 1447: P4,080.00 was transferred from 639398757651 with card no. 529967******2110 to LOADING. Your avail bal: P37,155.00 Ref:060228314997",1501397249619,SMARTMoney
1727,"1/2 30Jul 1434: You have transferred P1,000.00 from ENCASHMENT to 639127138725 with card no. 529967******2108. Your avail bal: P3,353.30 Ref:060336212692",1501396482529,SMARTMoney
1728,"Thank you for using Smart Money.",1501396462998,SMARTMoney
1729,"2/2 A transfer fee amounting to P5.00 has been deducted from your SMART Money account. Ref:060336212692",1501396458938,SMARTMoney
1730,"Thank you for using Smart Money.",1501395959154,SMARTMoney
1731,"1/2 30Jul 1420: You have transferred P400.00 from ENCASHMENT to 639491206555 with card no. 557751******9107. Your avail bal: P4,358.30 Ref:060452505223",1501395952893,SMARTMoney
1732,"2/2 A transfer fee amounting to P5.00 has been deducted from your SMART Money account. Ref:060452505223",1501395934076,SMARTMoney
1733,"30Jul 1420: P300.00 was transferred from 639996677109 with card no. 557751******9109 to LOADING. Your avail bal: P33,075.00 Ref:060228309136",1501395613117,SMARTMoney
1734,"30Jul 1411: P4,000.00 was transferred from 639196694636 with card no. 529967******6108 to LOADING. Your avail bal: P32,775.00 Ref:060336207897",1501395135136,SMARTMoney
1735,"30Jul 1409: P1,200.00 was transferred from 639294076297 with card no. 557751******4101 to LOADING. Your avail bal: P28,775.00 Ref:060336207397",1501394959131,SMARTMoney
